"id","country","gender","device","group","converted","total_spent"
"1031631","AUS","M","Android","B","0","0.00"
"1045563","USA","F","Android","A","0","0.00"
"1014218","BRA","F","Android","B","0","0.00"
"1015561","USA","M","Android","B","0","0.00"
"1030999","USA","M","Android","A","0","0.00"
"1038724","FRA","F","Android","B","0","0.00"
"1006337","ESP","NA","Android","B","0","0.00"
"1019660","BRA","F","Android","B","0","0.00"
"1034064","USA","M","IOS","B","0","0.00"
"1019463","USA","M","IOS","A","0","0.00"
"1042013","TUR","M","Android","A","0","0.00"
"1033763","DEU","M","IOS","B","0","0.00"
"1014806","USA","F","Android","A","0","0.00"
"1043574","BRA","O","Android","B","0","0.00"
"1025976","USA","M","Android","B","0","0.00"
"1049768","USA","NA","Android","A","0","0.00"
"1024885","GBR","F","Android","B","0","0.00"
"1024096","FRA","M","IOS","A","0","0.00"
"1016568","FRA","M","Android","A","0","0.00"
"1010680","BRA","M","IOS","B","0","0.00"
"1009287","DEU","M","Android","A","0","0.00"
"1045881","DEU","NA","Android","B","0","0.00"
"1025192","BRA","F","Android","A","0","0.00"
"1019739","BRA","F","Android","B","0","0.00"
"1034694","MEX","M","Android","A","0","0.00"
"1034471","USA","F","Android","A","0","0.00"
"1037775","MEX","M","IOS","B","0","0.00"
"1026476","FRA","M","Android","A","0","0.00"
"1019593","USA","M","IOS","B","1","69.44"
"1011252","TUR","F","IOS","A","0","0.00"
"1030062","TUR","M","Android","A","0","0.00"
"1010776","BRA","M","IOS","A","0","0.00"
"1048578","USA","M","Android","A","0","0.00"
"1035048","USA","F","Android","B","0","0.00"
"1036645","BRA","M","IOS","A","0","0.00"
"1016738","USA","M","IOS","A","0","0.00"
"1015997","USA","F","IOS","B","0","0.00"
"1046098","USA","M","Android","A","0","0.00"
"1048764","USA","M","Android","A","0","0.00"
"1026248","BRA","F","Android","A","0","0.00"
"1035194","USA","F","Android","A","1","126.86"
"1044291","BRA","NA","IOS","A","0","0.00"
"1034519","USA","NA","Android","B","0","0.00"
"1044228","DEU","F","IOS","B","0","0.00"
"1033614","GBR","M","IOS","B","0","0.00"
"1024843","FRA","F","Android","B","0","0.00"
"1035500","MEX","M","Android","B","0","0.00"
"1020730","CAN","NA","Android","A","0","0.00"
"1039797","GBR","F","Android","B","1","97.49"
"1007153","USA","F","Android","B","0","0.00"
"1000645","GBR","M","Android","B","0","0.00"
"1006180","MEX","M","Android","B","0","0.00"
"1044593","BRA","NA","IOS","A","0","0.00"
"1035898","GBR","M","Android","B","0","0.00"
"1029462","MEX","O","IOS","A","0","0.00"
"1018533","DEU","NA","Android","B","0","0.00"
"1016477","USA","M","Android","B","0","0.00"
"1009977","BRA","O","Android","B","0","0.00"
"1012645","BRA","M","IOS","B","0","0.00"
"1039849","USA","NA","IOS","B","0","0.00"
"1003804","AUS","F","Android","A","0","0.00"
"1028827","TUR","M","Android","A","0","0.00"
"1042513","AUS","M","Android","A","0","0.00"
"1017001","USA","F","Android","A","0","0.00"
"1018777","FRA","M","NA","B","0","0.00"
"1040204","FRA","M","Android","B","0","0.00"
"1046005","USA","F","Android","B","0","0.00"
"1010085","MEX","NA","Android","B","0","0.00"
"1017279","USA","M","Android","A","0","0.00"
"1014713","MEX","M","Android","B","0","0.00"
"1030979","MEX","M","IOS","A","0","0.00"
"1038649","DEU","NA","NA","B","0","0.00"
"1049606","MEX","M","Android","A","0","0.00"
"1033802","USA","F","IOS","A","0","0.00"
"1005202","TUR","M","Android","A","0","0.00"
"1004598","TUR","M","IOS","A","0","0.00"
"1037089","USA","NA","IOS","B","0","0.00"
"1032024","MEX","F","Android","A","0","0.00"
"1048117","USA","F","Android","A","0","0.00"
"1008666","DEU","F","Android","A","0","0.00"
"1046904","MEX","M","Android","B","0","0.00"
"1033904","USA","O","Android","A","0","0.00"
"1031844","USA","M","IOS","B","0","0.00"
"1046086","AUS","O","Android","A","0","0.00"
"1049719","GBR","NA","Android","A","0","0.00"
"1029293","BRA","F","IOS","A","0","0.00"
"1001659","TUR","M","IOS","B","0","0.00"
"1013675","FRA","F","IOS","B","0","0.00"
"1025778","ESP","F","IOS","B","0","0.00"
"1018563","MEX","F","Android","A","0","0.00"
"1044051","BRA","M","Android","A","0","0.00"
"1043706","USA","M","IOS","A","0","0.00"
"1014912","USA","F","IOS","A","0","0.00"
"1010407","BRA","M","IOS","A","0","0.00"
"1024964","USA","F","Android","B","0","0.00"
"1034391","USA","O","Android","B","0","0.00"
"1030086","BRA","NA","Android","B","0","0.00"
"1018348","USA","M","Android","B","0","0.00"
"1038623","BRA","M","Android","B","0","0.00"
"1037972","BRA","M","IOS","B","0","0.00"
"1040201","BRA","O","Android","A","0","0.00"
"1030449","BRA","M","Android","A","0","0.00"
"1025591","ESP","M","IOS","B","0","0.00"
"1041728","USA","M","Android","A","0","0.00"
"1012616","NA","F","IOS","A","0","0.00"
"1013471","MEX","F","IOS","A","0","0.00"
"1041135","MEX","M","IOS","A","0","0.00"
"1018442","USA","NA","IOS","B","0","0.00"
"1015805","NA","M","Android","A","0","0.00"
"1021033","GBR","M","Android","A","0","0.00"
"1015637","FRA","F","Android","A","0","0.00"
"1046118","DEU","F","Android","B","0","0.00"
"1034271","BRA","F","IOS","B","0","0.00"
"1010383","BRA","M","Android","B","0","0.00"
"1009203","USA","M","IOS","B","0","0.00"
"1036196","USA","M","IOS","B","0","0.00"
"1022411","MEX","F","Android","B","0","0.00"
"1011747","DEU","M","IOS","B","0","0.00"
"1005552","DEU","M","Android","B","0","0.00"
"1036427","USA","F","IOS","B","1","93.88"
"1005498","AUS","NA","Android","B","0","0.00"
"1003787","GBR","F","IOS","A","0","0.00"
"1026723","TUR","F","Android","B","0","0.00"
"1008015","BRA","F","Android","B","0","0.00"
"1026026","USA","M","IOS","A","0","0.00"
"1001408","USA","F","Android","A","0","0.00"
"1008254","BRA","F","Android","B","0","0.00"
"1009243","BRA","M","Android","A","0","0.00"
"1013020","FRA","F","Android","A","0","0.00"
"1004679","BRA","F","Android","A","0","0.00"
"1027794","USA","F","IOS","B","0","0.00"
"1027667","TUR","M","Android","A","0","0.00"
"1018011","BRA","F","Android","A","0","0.00"
"1009681","USA","F","Android","A","0","0.00"
"1039980","TUR","M","Android","A","0","0.00"
"1032388","BRA","F","Android","A","0","0.00"
"1042738","USA","F","Android","A","0","0.00"
"1026315","MEX","F","Android","A","0","0.00"
"1049653","DEU","F","IOS","A","1","41.69"
"1032232","TUR","NA","IOS","B","0","0.00"
"1046903","BRA","M","Android","A","0","0.00"
"1007821","TUR","M","IOS","A","0","0.00"
"1045288","MEX","F","Android","B","0","0.00"
"1039829","NA","F","IOS","B","0","0.00"
"1015746","FRA","NA","IOS","B","0","0.00"
"1046055","USA","M","Android","A","0","0.00"
"1030076","USA","F","Android","B","0","0.00"
"1014895","USA","M","IOS","A","1","140.24"
"1028457","ESP","F","IOS","B","1","7.84"
"1042907","ESP","F","Android","B","0","0.00"
"1022582","MEX","F","Android","B","0","0.00"
"1009301","GBR","F","Android","A","0","0.00"
"1028085","GBR","F","IOS","A","0","0.00"
"1027619","BRA","F","Android","B","0","0.00"
"1016654","DEU","F","IOS","A","0","0.00"
"1030388","BRA","M","Android","B","0","0.00"
"1043388","BRA","M","IOS","A","0","0.00"
"1032397","TUR","M","Android","B","0","0.00"
"1048149","BRA","F","Android","B","0","0.00"
"1027823","USA","M","IOS","A","0","0.00"
"1023791","CAN","M","IOS","B","0","0.00"
"1040018","MEX","M","Android","B","0","0.00"
"1027411","DEU","M","Android","A","0","0.00"
"1022670","USA","NA","IOS","A","0","0.00"
"1005196","USA","NA","IOS","B","0","0.00"
"1007444","BRA","F","Android","B","0","0.00"
"1033304","USA","F","IOS","B","0","0.00"
"1033067","MEX","F","Android","A","0","0.00"
"1030889","MEX","NA","Android","B","0","0.00"
"1009996","TUR","M","IOS","B","0","0.00"
"1024217","GBR","M","Android","A","0","0.00"
"1020500","FRA","M","Android","A","0","0.00"
"1047046","MEX","M","IOS","A","0","0.00"
"1034464","USA","NA","IOS","B","1","115.61"
"1026599","TUR","F","IOS","A","0","0.00"
"1011843","ESP","M","Android","A","0","0.00"
"1031569","BRA","M","IOS","B","0","0.00"
"1008203","GBR","M","IOS","A","0","0.00"
"1032125","BRA","M","IOS","A","0","0.00"
"1015014","USA","NA","IOS","A","0","0.00"
"1040774","AUS","M","Android","A","0","0.00"
"1015671","USA","F","Android","B","0","0.00"
"1044650","AUS","F","Android","A","0","0.00"
"1032790","USA","F","Android","B","0","0.00"
"1015234","USA","O","IOS","A","0","0.00"
"1045008","USA","M","IOS","B","0","0.00"
"1017973","DEU","M","IOS","B","0","0.00"
"1048026","GBR","NA","Android","B","0","0.00"
"1012403","MEX","F","Android","A","0","0.00"
"1000010","BRA","M","IOS","B","0","0.00"
"1042921","USA","NA","Android","B","0","0.00"
"1015099","FRA","NA","Android","B","0","0.00"
"1005104","BRA","F","Android","A","0","0.00"
"1014016","MEX","F","Android","A","0","0.00"
"1005996","BRA","F","IOS","B","0","0.00"
"1026836","USA","NA","Android","B","1","33.83"
"1042219","BRA","M","Android","B","0","0.00"
"1038600","DEU","F","Android","A","0","0.00"
"1041701","USA","M","IOS","B","0","0.00"
"1018945","USA","F","IOS","B","1","67.77"
"1038492","FRA","F","Android","A","0","0.00"
"1009494","BRA","M","IOS","A","0","0.00"
"1010226","GBR","M","Android","A","0","0.00"
"1012374","USA","M","IOS","A","0","0.00"
"1041500","CAN","F","IOS","A","1","78.86"
"1031904","TUR","F","IOS","B","0","0.00"
"1017101","MEX","M","Android","B","0","0.00"
"1002070","BRA","O","IOS","A","1","49.39"
"1014879","BRA","M","Android","B","0","0.00"
"1000420","USA","F","Android","A","0","0.00"
"1026814","GBR","F","Android","B","0","0.00"
"1019351","DEU","NA","NA","B","0","0.00"
"1048022","GBR","M","Android","A","0","0.00"
"1034940","MEX","O","IOS","A","0","0.00"
"1029857","MEX","NA","IOS","B","0","0.00"
"1009531","MEX","NA","Android","B","0","0.00"
"1021778","USA","M","IOS","B","0","0.00"
"1036407","USA","O","IOS","A","0","0.00"
"1048560","CAN","M","Android","B","0","0.00"
"1034552","USA","F","Android","A","0","0.00"
"1017502","MEX","F","Android","B","0","0.00"
"1018196","CAN","M","IOS","A","0","0.00"
"1007585","USA","F","IOS","A","0","0.00"
"1033882","BRA","M","IOS","B","0","0.00"
"1034692","BRA","NA","Android","A","0","0.00"
"1000157","ESP","F","IOS","A","0","0.00"
"1019325","USA","M","Android","B","0","0.00"
"1006201","MEX","F","Android","B","0","0.00"
"1004241","DEU","M","Android","A","1","95.01"
"1027408","BRA","M","Android","A","0","0.00"
"1045607","DEU","M","Android","B","0","0.00"
"1044175","USA","F","Android","B","0","0.00"
"1022018","USA","F","Android","B","0","0.00"
"1008484","BRA","M","IOS","B","0","0.00"
"1035609","DEU","NA","Android","A","0","0.00"
"1023834","MEX","M","IOS","A","0","0.00"
"1006567","USA","NA","IOS","A","0","0.00"
"1049385","FRA","M","Android","A","0","0.00"
"1017739","BRA","F","Android","B","0","0.00"
"1000583","USA","M","Android","B","0","0.00"
"1000028","BRA","F","Android","A","0","0.00"
"1036850","USA","F","Android","A","0","0.00"
"1002829","USA","F","IOS","A","0","0.00"
"1014361","DEU","NA","Android","B","0","0.00"
"1016991","DEU","M","Android","A","0","0.00"
"1047702","BRA","O","Android","A","0","0.00"
"1034776","DEU","NA","Android","A","0","0.00"
"1030059","USA","NA","Android","A","1","26.68"
"1008719","GBR","F","IOS","B","0","0.00"
"1026299","BRA","M","Android","A","0","0.00"
"1017950","USA","M","IOS","B","0","0.00"
"1015900","NA","F","IOS","B","0","0.00"
"1014780","AUS","M","Android","B","0","0.00"
"1011196","DEU","M","IOS","B","0","0.00"
"1039975","USA","M","IOS","B","0","0.00"
"1029162","BRA","F","Android","A","0","0.00"
"1038265","USA","F","IOS","A","0","0.00"
"1038467","FRA","NA","Android","B","0","0.00"
"1033133","BRA","M","Android","B","0","0.00"
"1042203","BRA","F","Android","A","0","0.00"
"1007870","BRA","M","Android","A","0","0.00"
"1023804","USA","NA","Android","B","0","0.00"
"1014089","USA","F","IOS","A","0","0.00"
"1011821","BRA","NA","Android","B","0","0.00"
"1007050","BRA","M","IOS","B","0","0.00"
"1046337","USA","F","IOS","A","0","0.00"
"1027103","USA","M","Android","B","0","0.00"
"1033378","USA","M","Android","A","0","0.00"
"1042476","MEX","F","Android","A","0","0.00"
"1036360","DEU","F","Android","A","0","0.00"
"1027954","TUR","M","IOS","A","0","0.00"
"1014492","USA","F","IOS","A","0","0.00"
"1014540","TUR","F","IOS","A","0","0.00"
"1007814","TUR","F","Android","A","0","0.00"
"1036121","CAN","F","Android","A","0","0.00"
"1019172","USA","NA","Android","A","0","0.00"
"1015820","BRA","F","Android","A","0","0.00"
"1048293","GBR","F","Android","A","0","0.00"
"1004102","USA","M","IOS","B","0","0.00"
"1044604","CAN","M","IOS","A","0","0.00"
"1010353","USA","F","Android","B","0","0.00"
"1049303","TUR","F","IOS","A","0","0.00"
"1029583","FRA","F","Android","A","1","77.62"
"1021264","USA","M","IOS","A","0","0.00"
"1026064","USA","M","Android","B","0","0.00"
"1022350","CAN","F","Android","B","0","0.00"
"1014799","FRA","NA","Android","A","0","0.00"
"1007947","USA","F","Android","A","0","0.00"
"1049744","BRA","M","IOS","A","0","0.00"
"1018925","MEX","F","Android","A","0","0.00"
"1018375","TUR","F","IOS","B","0","0.00"
"1034103","ESP","M","Android","B","0","0.00"
"1041650","GBR","F","Android","A","0","0.00"
"1020461","ESP","O","Android","B","0","0.00"
"1022348","NA","F","Android","A","0","0.00"
"1015354","MEX","F","IOS","A","0","0.00"
"1018465","USA","NA","Android","A","0","0.00"
"1011052","CAN","M","IOS","A","0","0.00"
"1043177","TUR","M","Android","A","0","0.00"
"1037968","USA","O","Android","B","0","0.00"
"1005739","BRA","F","IOS","A","0","0.00"
"1022323","DEU","M","Android","A","0","0.00"
"1038689","USA","F","Android","B","0","0.00"
"1010487","FRA","NA","Android","A","0","0.00"
"1039581","USA","NA","Android","A","0","0.00"
"1035829","USA","M","IOS","A","0","0.00"
"1017448","USA","F","IOS","B","0","0.00"
"1032880","BRA","M","IOS","A","0","0.00"
"1033499","DEU","F","IOS","B","0","0.00"
"1039566","USA","F","IOS","B","1","28.06"
"1041472","GBR","O","Android","A","0","0.00"
"1009588","GBR","M","IOS","A","0","0.00"
"1040888","MEX","F","IOS","A","0","0.00"
"1030494","DEU","F","IOS","A","0","0.00"
"1019713","BRA","F","Android","A","0","0.00"
"1042945","USA","M","Android","A","0","0.00"
"1001518","USA","M","Android","A","0","0.00"
"1032968","USA","M","IOS","B","0","0.00"
"1009752","TUR","F","IOS","A","0","0.00"
"1006373","AUS","F","Android","A","0","0.00"
"1018132","BRA","NA","NA","A","0","0.00"
"1026752","BRA","NA","Android","A","0","0.00"
"1019447","BRA","F","Android","B","0","0.00"
"1011867","MEX","F","Android","B","0","0.00"
"1002536","USA","M","Android","A","0","0.00"
"1027987","DEU","NA","Android","B","0","0.00"
"1006802","USA","M","Android","A","0","0.00"
"1003412","AUS","F","IOS","A","0","0.00"
"1005717","CAN","M","Android","A","0","0.00"
"1004724","MEX","NA","Android","A","0","0.00"
"1039018","BRA","F","IOS","A","0","0.00"
"1040878","USA","NA","IOS","B","0","0.00"
"1024891","MEX","F","Android","A","0","0.00"
"1024736","NA","F","Android","B","0","0.00"
"1001832","USA","M","Android","A","0","0.00"
"1011357","USA","F","Android","A","0","0.00"
"1034747","FRA","NA","Android","A","0","0.00"
"1020664","GBR","M","IOS","A","0","0.00"
"1027225","BRA","NA","Android","A","0","0.00"
"1013633","USA","F","Android","B","0","0.00"
"1036550","NA","F","Android","B","0","0.00"
"1009115","BRA","M","Android","A","0","0.00"
"1033435","AUS","M","Android","B","0","0.00"
"1045110","MEX","NA","Android","A","0","0.00"
"1008476","USA","M","Android","B","1","35.60"
"1008820","MEX","M","IOS","A","1","8.19"
"1038803","USA","M","Android","A","0","0.00"
"1021629","BRA","M","IOS","B","0","0.00"
"1013753","BRA","O","Android","B","0","0.00"
"1041969","FRA","F","Android","B","0","0.00"
"1012423","BRA","F","Android","A","0","0.00"
"1031493","FRA","O","IOS","A","0","0.00"
"1001238","NA","M","Android","B","0","0.00"
"1038999","BRA","F","Android","A","0","0.00"
"1029806","USA","F","Android","A","0","0.00"
"1043759","MEX","NA","Android","B","0","0.00"
"1007793","ESP","M","Android","A","0","0.00"
"1024331","MEX","F","IOS","B","0","0.00"
"1003677","MEX","F","IOS","B","0","0.00"
"1025730","USA","M","Android","A","0","0.00"
"1003049","CAN","NA","Android","A","0","0.00"
"1021983","GBR","F","Android","A","0","0.00"
"1013963","USA","F","Android","B","0","0.00"
"1006324","USA","M","IOS","B","0","0.00"
"1006106","MEX","F","IOS","A","1","40.74"
"1006770","GBR","F","Android","B","0","0.00"
"1019319","USA","M","Android","A","0","0.00"
"1037065","CAN","M","Android","A","0","0.00"
"1033687","GBR","F","IOS","B","0","0.00"
"1031253","USA","F","Android","B","0","0.00"
"1024052","TUR","NA","Android","A","0","0.00"
"1020218","BRA","F","Android","A","0","0.00"
"1037762","TUR","M","IOS","B","0","0.00"
"1025537","USA","F","Android","B","0","0.00"
"1030719","USA","F","IOS","B","0","0.00"
"1015277","USA","M","Android","B","0","0.00"
"1011291","USA","M","Android","B","0","0.00"
"1015866","USA","M","Android","A","0","0.00"
"1047567","USA","F","Android","B","0","0.00"
"1044120","MEX","F","Android","A","0","0.00"
"1041686","USA","M","Android","A","0","0.00"
"1020711","BRA","M","Android","B","0","0.00"
"1004648","MEX","F","Android","A","0","0.00"
"1031620","BRA","NA","Android","A","0","0.00"
"1039416","USA","F","Android","B","0","0.00"
"1031012","USA","F","Android","A","0","0.00"
"1037974","DEU","F","Android","B","0","0.00"
"1044703","USA","M","Android","B","1","68.49"
"1027239","MEX","M","IOS","B","0","0.00"
"1015814","USA","F","Android","B","0","0.00"
"1028220","BRA","F","Android","B","0","0.00"
"1010215","USA","F","IOS","B","0","0.00"
"1023229","GBR","M","IOS","A","0","0.00"
"1024088","USA","M","IOS","B","0","0.00"
"1016695","USA","M","Android","B","0","0.00"
"1041585","USA","F","Android","B","0","0.00"
"1030462","USA","F","Android","A","0","0.00"
"1045157","BRA","M","Android","A","0","0.00"
"1013111","BRA","F","Android","B","0","0.00"
"1035110","BRA","M","IOS","A","0","0.00"
"1019935","MEX","F","IOS","A","0","0.00"
"1019420","BRA","M","IOS","B","0","0.00"
"1034196","MEX","M","Android","A","0","0.00"
"1022756","USA","M","Android","A","0","0.00"
"1012340","DEU","F","IOS","A","0","0.00"
"1040575","BRA","NA","Android","A","0","0.00"
"1027240","CAN","M","Android","B","1","104.73"
"1000045","USA","F","IOS","B","1","51.58"
"1020895","AUS","F","Android","A","0","0.00"
"1037163","MEX","M","Android","B","0","0.00"
"1012528","BRA","F","Android","B","0","0.00"
"1006975","USA","M","IOS","A","0","0.00"
"1038049","BRA","F","IOS","A","0","0.00"
"1021109","MEX","F","Android","A","0","0.00"
"1019867","USA","M","Android","B","0","0.00"
"1044107","USA","M","Android","B","0","0.00"
"1040245","BRA","F","Android","B","0","0.00"
"1025256","BRA","M","Android","B","0","0.00"
"1015205","GBR","F","Android","A","0","0.00"
"1035106","BRA","F","Android","A","0","0.00"
"1016276","BRA","M","Android","A","0","0.00"
"1022228","BRA","M","IOS","A","0","0.00"
"1032995","MEX","F","IOS","B","0","0.00"
"1024186","GBR","M","Android","A","0","0.00"
"1044417","MEX","NA","Android","A","0","0.00"
"1009337","MEX","M","IOS","B","1","123.50"
"1010718","ESP","F","Android","A","0","0.00"
"1001321","CAN","F","IOS","B","0","0.00"
"1006454","CAN","F","Android","A","0","0.00"
"1022087","USA","F","NA","B","0","0.00"
"1035217","ESP","F","Android","A","0","0.00"
"1030097","MEX","M","IOS","A","0","0.00"
"1026432","TUR","NA","Android","A","0","0.00"
"1014116","USA","M","Android","A","0","0.00"
"1012047","BRA","M","IOS","B","0","0.00"
"1048324","TUR","M","Android","A","0","0.00"
"1032836","ESP","F","Android","B","0","0.00"
"1020731","GBR","F","Android","A","0","0.00"
"1041074","MEX","M","IOS","B","0","0.00"
"1028250","BRA","O","IOS","A","0","0.00"
"1002451","USA","NA","Android","A","0","0.00"
"1038499","USA","M","Android","B","0","0.00"
"1026196","USA","M","Android","B","0","0.00"
"1032163","BRA","NA","Android","B","0","0.00"
"1029570","GBR","F","Android","B","0","0.00"
"1024768","MEX","M","Android","A","0","0.00"
"1007600","AUS","M","IOS","A","0","0.00"
"1025057","BRA","M","IOS","A","0","0.00"
"1037890","TUR","NA","IOS","B","0","0.00"
"1045895","BRA","F","Android","B","0","0.00"
"1003300","USA","NA","Android","B","0","0.00"
"1020251","BRA","F","Android","B","0","0.00"
"1017387","BRA","NA","IOS","B","0","0.00"
"1041393","TUR","M","IOS","A","0","0.00"
"1043058","DEU","F","IOS","B","0","0.00"
"1040643","BRA","NA","IOS","A","0","0.00"
"1004439","BRA","F","Android","A","0","0.00"
"1045946","MEX","NA","IOS","A","0","0.00"
"1047612","BRA","F","Android","B","0","0.00"
"1017881","USA","F","Android","A","0","0.00"
"1009516","TUR","M","Android","A","0","0.00"
"1015526","GBR","M","IOS","B","1","53.26"
"1026858","USA","F","Android","A","0","0.00"
"1017034","AUS","F","Android","B","0","0.00"
"1031524","ESP","F","Android","A","0","0.00"
"1038123","USA","M","Android","B","0","0.00"
"1008062","USA","M","IOS","B","0","0.00"
"1007381","CAN","M","Android","A","0","0.00"
"1000495","FRA","M","IOS","A","0","0.00"
"1016445","USA","F","IOS","A","0","0.00"
"1018829","FRA","M","IOS","B","0","0.00"
"1047392","BRA","M","Android","B","0","0.00"
"1044168","GBR","O","Android","A","0","0.00"
"1047918","USA","F","IOS","A","0","0.00"
"1017846","BRA","M","IOS","B","0","0.00"
"1031548","GBR","F","Android","B","0","0.00"
"1027340","TUR","M","Android","A","0","0.00"
"1033295","DEU","M","Android","B","0","0.00"
"1038756","BRA","M","Android","A","1","174.74"
"1011953","BRA","M","Android","A","0","0.00"
"1048369","USA","M","Android","A","0","0.00"
"1000253","DEU","M","Android","B","1","40.32"
"1030749","USA","F","IOS","B","0","0.00"
"1011944","GBR","M","Android","A","0","0.00"
"1025148","TUR","NA","IOS","B","0","0.00"
"1021245","MEX","M","Android","B","0","0.00"
"1019731","DEU","F","Android","A","0","0.00"
"1004383","MEX","F","Android","B","0","0.00"
"1034806","USA","M","IOS","B","0","0.00"
"1004808","BRA","M","Android","A","0","0.00"
"1025412","FRA","M","IOS","A","0","0.00"
"1048656","USA","F","Android","B","0","0.00"
"1025266","TUR","M","IOS","B","0","0.00"
"1048571","BRA","M","IOS","B","1","20.77"
"1043756","TUR","F","Android","B","0","0.00"
"1026054","BRA","M","IOS","A","0","0.00"
"1021531","BRA","M","IOS","B","0","0.00"
"1035707","TUR","NA","IOS","A","0","0.00"
"1039901","GBR","M","Android","A","0","0.00"
"1004663","BRA","F","Android","B","0","0.00"
"1022471","DEU","M","Android","B","0","0.00"
"1021979","ESP","M","Android","A","0","0.00"
"1036533","AUS","NA","Android","B","0","0.00"
"1001046","USA","M","IOS","B","0","0.00"
"1038264","MEX","F","Android","B","0","0.00"
"1038030","FRA","F","IOS","B","0","0.00"
"1018041","BRA","NA","IOS","A","0","0.00"
"1005175","FRA","F","Android","A","0","0.00"
"1003626","MEX","NA","IOS","A","0","0.00"
"1014031","MEX","F","IOS","A","0","0.00"
"1024222","GBR","F","IOS","A","0","0.00"
"1028691","USA","O","Android","A","0","0.00"
"1013818","GBR","M","IOS","B","0","0.00"
"1028221","USA","F","Android","A","0","0.00"
"1041492","FRA","M","IOS","A","0","0.00"
"1047220","USA","NA","IOS","B","0","0.00"
"1040327","USA","F","Android","A","0","0.00"
"1031948","USA","F","Android","A","0","0.00"
"1016736","TUR","F","IOS","B","0","0.00"
"1005460","ESP","F","Android","A","0","0.00"
"1036650","BRA","F","Android","A","0","0.00"
"1026160","USA","M","IOS","A","0","0.00"
"1045257","ESP","M","Android","B","0","0.00"
"1043461","USA","F","Android","A","0","0.00"
"1027403","DEU","F","Android","A","0","0.00"
"1004695","USA","F","Android","A","0","0.00"
"1032983","DEU","F","IOS","A","0","0.00"
"1044762","MEX","F","IOS","B","0","0.00"
"1027079","BRA","M","IOS","B","0","0.00"
"1039732","USA","M","IOS","A","0","0.00"
"1025693","CAN","M","Android","A","0","0.00"
"1006352","BRA","M","IOS","B","0","0.00"
"1030371","BRA","F","Android","B","0","0.00"
"1036321","USA","F","IOS","B","0","0.00"
"1047244","FRA","M","IOS","A","0","0.00"
"1001492","MEX","F","Android","B","0","0.00"
"1023613","USA","F","IOS","A","0","0.00"
"1028115","CAN","M","Android","A","0","0.00"
"1025981","BRA","F","Android","A","0","0.00"
"1003469","BRA","F","IOS","A","0","0.00"
"1048296","CAN","F","Android","A","0","0.00"
"1006309","USA","F","Android","A","0","0.00"
"1000335","USA","F","Android","A","0","0.00"
"1011832","USA","F","IOS","B","0","0.00"
"1010815","DEU","M","IOS","B","0","0.00"
"1049059","USA","M","IOS","A","0","0.00"
"1044673","MEX","F","Android","A","0","0.00"
"1002149","AUS","F","Android","B","0","0.00"
"1001658","USA","O","Android","A","0","0.00"
"1022976","CAN","F","Android","A","1","31.00"
"1013276","BRA","NA","Android","A","0","0.00"
"1014952","DEU","M","IOS","A","0","0.00"
"1042656","USA","NA","Android","A","0","0.00"
"1007955","USA","F","Android","B","0","0.00"
"1044878","BRA","F","IOS","A","0","0.00"
"1019300","BRA","M","Android","B","0","0.00"
"1037535","MEX","M","Android","A","0","0.00"
"1032453","FRA","M","Android","B","0","0.00"
"1016085","MEX","M","Android","A","0","0.00"
"1034097","USA","F","Android","A","0","0.00"
"1010082","USA","M","IOS","B","0","0.00"
"1020271","USA","M","Android","A","0","0.00"
"1047265","TUR","F","Android","B","0","0.00"
"1031152","USA","F","Android","A","0","0.00"
"1008524","USA","NA","IOS","A","0","0.00"
"1020140","USA","F","Android","A","1","69.65"
"1024538","USA","M","Android","B","0","0.00"
"1015413","MEX","F","IOS","A","0","0.00"
"1040723","TUR","F","IOS","B","0","0.00"
"1031124","USA","F","Android","A","0","0.00"
"1018913","BRA","F","IOS","A","0","0.00"
"1033866","GBR","F","IOS","A","0","0.00"
"1018425","DEU","F","Android","A","0","0.00"
"1046368","USA","F","Android","B","0","0.00"
"1035145","BRA","F","IOS","B","1","47.23"
"1035741","DEU","M","IOS","A","0","0.00"
"1013002","BRA","NA","IOS","B","0","0.00"
"1007517","BRA","NA","Android","A","0","0.00"
"1011447","BRA","M","IOS","A","0","0.00"
"1048709","NA","M","Android","B","0","0.00"
"1002671","USA","F","IOS","A","0","0.00"
"1004225","MEX","M","Android","A","0","0.00"
"1024912","USA","NA","IOS","B","0","0.00"
"1014315","AUS","F","Android","A","0","0.00"
"1047080","BRA","NA","Android","A","0","0.00"
"1048035","DEU","F","IOS","B","0","0.00"
"1049671","ESP","F","Android","A","0","0.00"
"1047647","USA","M","Android","B","0","0.00"
"1025707","BRA","NA","Android","B","0","0.00"
"1037042","USA","F","IOS","B","0","0.00"
"1016221","GBR","F","IOS","A","0","0.00"
"1048850","BRA","M","IOS","B","0","0.00"
"1013724","MEX","F","IOS","A","0","0.00"
"1010884","GBR","M","Android","B","0","0.00"
"1010358","TUR","M","IOS","B","0","0.00"
"1045141","DEU","M","IOS","B","0","0.00"
"1020366","AUS","M","IOS","A","0","0.00"
"1019853","NA","F","Android","B","0","0.00"
"1027084","TUR","F","IOS","B","0","0.00"
"1008994","GBR","NA","Android","B","0","0.00"
"1029199","USA","F","Android","B","0","0.00"
"1019124","USA","O","Android","A","0","0.00"
